equity,drawdown
3462385.6468144073,0.025230022239001646
3697431.4280644073,0.025230022239001646
3838135.7405644073,0.025230022239001646
3841885.7405644073,0.025230022239001646
3845635.7405644073,0.025230022239001646
3848635.7405644073,0.025230022239001646
3830050.7405644073,0.025230022239001646
3813306.9905644082,0.025230022239001646
3802563.240564409,0.025230022239001646
3806313.240564409,0.025230022239001646
3810063.240564409,0.025230022239001646
3809481.9905644096,0.025230022239001646
3811731.9905644096,0.025230022239001646
3815481.9905644096,0.025230022239001646
3817731.9905644096,0.025230022239001646
3820731.9905644096,0.025230022239001646
3800997.7537293574,0.025230022239001646
3782239.173240778,0.025230022239001646
3780401.6732407776,0.025230022239001646
3760501.2582193185,0.025230022239001646
3762001.2582193185,0.025230022239001646
3765001.2582193185,0.025230022239001646
3768001.2582193185,0.025230022239001646
3771001.2582193185,0.025230022239001646
3753226.2582193185,0.025230022239001646
3738136.2582193175,0.025230022239001646
3739636.2582193175,0.025230022239001646
3741886.2582193175,0.025230022239001646
3745636.2582193175,0.025230022239001646
3726856.258219318,0.025230022239001646
3705387.508219318,0.025230022239001646
3709137.508219318,0.025230022239001646
3696331.2582193175,0.025230022239001646
3689855.0082193175,0.025230022239001646
3678417.5082193175,0.025230022239001646
3665461.258219318,0.025230022239001646
3651080.0082193185,0.025230022239001646
3644026.258219319,0.025230022239001646
3630845.00821932,0.025230022239001646
3612545.00821932,0.025230022239001646
3614045.00821932,0.025230022239001646
3599622.50821932,0.025230022239001646
3586707.5082193194,0.025230022239001646
3571370.0082193203,0.025230022239001646
3572870.0082193203,0.025230022239001646
3574370.0082193203,0.025230022239001646
3576620.0082193203,0.025230022239001646
3564455.0082193203,0.025230022239001646
3548930.00821932,0.025230022239001646
3551180.00821932,0.025230022239001646
3554930.00821932,0.025230022239001646
3777310.1644693203,0.025230022239001646
3779560.1644693203,0.025230022239001646
3761166.4144693203,0.025230022239001646
3764166.4144693203,0.025230022239001646
3852915.0394693203,0.025230022239001646
3835207.5394693203,0.025230022239001646
3825645.0394693203,0.025230022239001646
3827895.0394693203,0.025230022239001646
3830145.0394693203,0.025230022239001646
3813056.2894693203,0.03676848377746318
3816806.2894693203,0.03792232993130876
3794791.402545176,0.03792232993130876
3797041.402545176,0.03792232993130876
3798541.402545176,0.03792232993130876
3931365.6525451764,0.03792232993130876
3933615.6525451764,0.03792232993130876
3935115.6525451764,0.03792232993130876
3937365.6525451764,0.03792232993130876
3941115.6525451764,0.03792232993130876
3927143.1525451764,0.03792232993130876
3930893.1525451764,0.03792232993130876
3933143.1525451764,0.03792232993130876
3918405.6525451764,0.03792232993130876
3922155.6525451764,0.03792232993130876
3925905.6525451764,0.03792232993130876
4140649.402545177,0.03792232993130876
4355382.840045177,0.03792232993130876
4345900.575284285,0.03792232993130876
4335997.516984604,0.03792232993130876
4338247.516984604,0.03792232993130876
4341247.516984604,0.03792232993130876
4344997.516984604,0.03792232993130876
4347247.516984604,0.03792232993130876
4338453.766984605,0.03792232993130876
4342203.766984605,0.03792232993130876
4509561.766984604,0.03792232993130876
4511811.766984604,0.03792232993130876
4514811.766984604,0.03792232993130876
4517811.766984604,0.03792232993130876
4501004.515973251,0.03792232993130876
4504754.515973251,0.03792232993130876
4508504.515973251,0.03792232993130876
4510754.515973251,0.03792232993130876
4732126.859723252,0.03792232993130876
4953601.390973252,0.03792232993130876
4942951.390973253,0.03792232993130876
4932301.390973254,0.03792232993130876
5150713.578473254,0.03792232993130876
5369213.422223253,0.03792232993130876
5372963.422223253,0.03792232993130876
5376713.422223253,0.03792232993130876
5380463.422223253,0.03792232993130876
5384213.422223253,0.03792232993130876
5387963.422223253,0.03792232993130876
5391713.422223253,0.03792232993130876
5395463.422223253,0.03792232993130876
5399213.422223253,0.03792232993130876
5402963.422223253,0.03792232993130876
5406713.422223253,0.03792232993130876
5410463.422223253,0.03792232993130876
5413463.422223253,0.03792232993130876
5417213.422223253,0.03792232993130876
5420963.422223253,0.03792232993130876
5423963.422223253,0.03792232993130876
5426963.422223253,0.03792232993130876
5430713.422223253,0.03792232993130876
5434463.422223253,0.03792232993130876
5479857.172223253,0.03792232993130876
5482107.172223253,0.03792232993130876
5484357.172223253,0.03792232993130876
5488107.172223253,0.03792232993130876
5481094.672223253,0.03792232993130876
5484844.672223253,0.03792232993130876
5474734.267624137,0.03792232993130876
5477734.267624137,0.03792232993130876
5481484.267624137,0.03792232993130876
5485234.267624137,0.03792232993130876
5488984.267624137,0.03792232993130876
5461459.267624137,0.03792232993130876
5434249.267624137,0.03792232993130876
5437249.267624137,0.03792232993130876
5440249.267624137,0.03792232993130876
5443999.267624137,0.03792232993130876
5447749.267624137,0.03904901809230081
5451499.267624137,0.03904901809230081
5455249.267624137,0.03904901809230081
5427459.638084201,0.03904901809230081
5397669.764372025,0.03904901809230081
5369289.764372025,0.03904901809230081
5343002.264372026,0.03904901809230081
5346752.264372026,0.03904901809230081
5350502.264372026,0.03904901809230081
5584491.951872024,0.03904901809230081
5818481.639372022,0.03904901809230081
5822231.639372022,0.03904901809230081
5800904.484687452,0.03904901809230081
5804654.484687452,0.03904901809230081
5792954.484687452,0.03904901809230081
5781254.484687452,0.03904901809230081
5781254.484687452,0.03904901809230081
5785004.484687452,0.03904901809230081
5788754.484687452,0.03904901809230081
5792504.484687452,0.03904901809230081
5796254.484687452,0.03904901809230081
6034485.890937453,0.03904901809230081
6272688.703437453,0.03904901809230081
6249212.122474927,0.03904901809230081
6227232.662334462,0.03904901809230081
6200007.662334463,0.03904901809230081
6172782.662334464,0.03904901809230081
6176532.662334464,0.03904901809230081
6165920.162334463,0.03904901809230081
6156095.162334463,0.03904901809230081
6159845.162334463,0.03904901809230081
6163595.162334463,0.03904901809230081
6167345.162334463,0.03904901809230081
6171095.162334463,0.03904901809230081
6174845.162334463,0.03904901809230081
6178595.162334463,0.03904901809230081
6182345.162334463,0.03904901809230081
6186095.162334463,0.03904901809230081
6189845.162334463,0.03904901809230081
6193595.162334463,0.03904901809230081
6197345.162334463,0.03904901809230081
6201095.162334463,0.03904901809230081
6204845.162334463,0.03904901809230081
6208595.162334463,0.03904901809230081
6212345.162334463,0.03904901809230081
6216095.162334463,0.04160660206672716
6219845.162334463,0.04160660206672716
6223595.162334463,0.04160660206672716
6205107.662334463,0.04160660206672716
6178388.912334463,0.04160660206672716
6165188.912334463,0.04160660206672716
6168938.912334463,0.04160660206672716
6172688.912334463,0.04160660206672716
6141470.162334463,0.04160660206672716
6114488.912334463,0.04160660206672716
6346695.943584462,0.04160660206672716
6579263.912334461,0.04160660206672716
6583013.912334461,0.04160660206672716
6586763.912334461,0.04160660206672716
6590513.912334461,0.04160660206672716
6594263.912334461,0.04160660206672716
6598013.912334461,0.04160660206672716
6601763.912334461,0.04160660206672716
6605513.912334461,0.04160660206672716
6609263.912334461,0.04160660206672716
6613013.912334461,0.04160660206672716
6616763.912334461,0.04160660206672716
6596457.66233446,0.04160660206672716
6575495.162334461,0.04160660206672716
6562707.662334462,0.04160660206672716
6543961.680427026,0.04160660206672716
6525950.835064979,0.04160660206672716
6529700.835064979,0.04160660206672716
6533450.835064979,0.04160660206672716
6537200.835064979,0.04160660206672716
6540950.835064979,0.04160660206672716
6533938.335064979,0.04160660206672716
6537688.335064979,0.04160660206672716
6541438.335064979,0.04160660206672716
6545188.335064979,0.04160660206672716
6548938.335064979,0.04160660206672716
6515300.83506498,0.04160660206672716
6515150.835064979,0.04160660206672716
6517400.835064979,0.04160660206672716
6507669.585064979,0.04160660206672716
6509919.585064979,0.04160660206672716
6513669.585064979,0.04160660206672716
6517419.585064979,0.04160660206672716
6521169.585064979,0.04160660206672716
6524919.585064979,0.04160660206672716
6528669.585064979,0.04160660206672716
6511025.835064979,0.04160660206672716
6503582.08506498,0.04160660206672716
6493280.0367252575,0.04160660206672716
6488367.536725258,0.04160660206672716
6492117.536725258,0.04160660206672716
